Start	End	Chromosome	Symbol
5141554	5142107	12	RP11-429A20.2
5343163	5352317	12	RP11-319E16.1
73935848	74018472	5	HEXB
11685475	11689823	19	ACP5
155437145	155574179	7	RBM33
41601209	41627275	22	L3MBTL2
15320839	15320943	18	RNU6-721P
18642344	18642434	18	AC036178.1
18699143	18699622	18	RP11-254G11.1
18700365	18700467	18	RNU6-120P
149569520	149602351	5	SLC6A7
18762464	18763460	18	EXOGP1
18820636	18821332	18	RP11-699A5.2
103696350	103719196	13	SLC10A2
18896839	18897756	18	RP11-296E23.2
18960247	19030978	18	RP11-296E23.1
19030614	19030717	18	SNORD23
19210099	19213485	18	RP11-13N13.2
19241748	19242356	18	RP11-13N13.5
19253589	19262522	18	RP11-13N13.6
19263471	19263558	18	MIR320C1
19291911	19292080	18	SNORA81
19304080	19304190	18	Y_RNA
19356839	19356938	18	AC091038.1
19373844	19374118	18	RN7SL233P
233119181	233431459	1	PCNXL2
118889142	118896164	11	TRAPPC4
102829300	102968818	14	TECPR2
5083703	5137380	16	ALG1
19397585	19397789	18	SNORA73
74833518	74890472	15	ARID3B
89156674	89531284	3	EPHA3
19405448	19411371	18	MIR1-2
75327596	75467383	16	CFDP1
19434601	19434948	18	RP11-268I9.1
19451407	19473957	18	RP11-268I9.3
19459762	19459865	18	RNU6-1038P
19494330	19494621	18	RP11-268I9.4
123464607	123467456	12	ARL6IP4
79355449	79472403	1	ELTD1
32072022	32105429	HSCHR6_MHC_MANN	TNXB
106118216	106143383	13	DAOA
77675489	77703133	9	NMRK1
33060963	33127489	11	TCP11L1
149599054	149669854	5	CAMK2A
116422012	116570660	6	NT5DC1
47878812	47989926	21	DIP2A
70242134	70264006	14	SLC10A1
55047770	55060461	8	MRPL15
210288782	210598842	2	MAP2
75446582	75498604	16	RP11-77K12.1
140342022	140353786	9	NSMF
49115932	49255641	15	SHC4
96196875	96217085	12	RP11-536G4.1
42624050	42628075	12	AC020629.1
107142079	107187462	13	EFNB2
75476952	75499395	16	TMEM170A
49521435	49891830	16	ZNF423
75196186	75255782	10	PPP3CB
32155583	32161597	HSCHR6_MHC_MANN	PRRT1
96252706	96297606	12	SNRPF
134124968	134126501	X	SMIM10
30209467	30218957	HSCHR6_MHC_MCF	TRIM15
134154543	134156559	X	FAM127C
6472478	6484730	1	HES2
13930853	14031050	7	ETV1
107194021	107220512	13	ARGLU1
134166333	134167576	X	FAM127A
11924141	12047147	17	MAP2K4
75510949	75529282	16	CHST6
70320848	70499083	14	SMOC1
77703459	77762181	9	OSTF1
55370495	55373448	8	SOX17
134184962	134186226	X	FAM127B
75562430	75579326	16	RP11-77K12.7
116440086	116479910	6	COL10A1
676392	683385	19	FSTL3
3294755	3441640	4	RGS12
107820883	108519083	13	FAM155A
39133968	39143387	17	KRT40
75562433	75569145	16	CHST5
85978467	86015189	2	ATOH8
116442320	116443093	6	AL121963.1
42895284	43032675	4	GRXCR1
19508946	19509055	18	RNA5SP451
134290461	134305322	X	CT55
116571151	116575261	6	TSPYL4
19561082	19631120	18	RP11-595B24.1
30516081	30522918	HSCHR6_MHC_SSTO	PRR3
19579530	19579612	18	AC091043.1
50380682	50392005	19	TBC1D17
19710564	19710690	18	RNU6ATAC20P
6484848	6521430	1	ESPN
19746859	19748929	18	GATA6-AS1
39149686	39150385	17	KRTAP3-3
19755426	19756623	18	RP11-627G18.2
50058321	50070999	16	CNEP1R1
108859787	108870716	13	LIG4
19760073	19760179	18	RNU6-702P
19780582	19785192	18	RP11-627G18.1
55528627	55543394	8	RP1
19793741	19807992	18	RP11-627G18.4
75572015	75590184	16	TMEM231
685521	695460	19	PRSS57
19840539	19840640	18	snoU13
19927809	19928215	18	RP11-535A5.1
19998792	19999257	18	RP11-863N1.4
20166428	20167190	18	RPS4XP18
20227545	20227651	18	RNU6-1032P
20279444	20513727	18	RP11-739L10.1
108870727	108886603	13	ABHD13
74523438	74547257	17	CYGB
20303454	20487684	18	RP11-370A5.1
74890841	74932057	15	CLK3
96260826	96336752	12	CCDC38
20462788	20463320	18	RP11-370A5.2
44175926	44450824	4	KCTD8
30230672	30259555	HSCHR6_MHC_MCF	TRIM26
20480449	20480958	18	UBE2CP2
116575336	116762424	6	DSE
20481487	20481589	18	snoU13
52568029	52613253	3	SMIM4
20513312	20513401	18	MIR4741
20584527	20584820	18	RN7SL745P
20604559	20604666	18	Y_RNA
20716399	20716476	18	AC105247.1
233463514	233520894	1	MLK4
118914900	118927913	11	HYOU1
20837128	20840318	18	RP11-17J14.2
21036335	21036431	18	Y_RNA
21161980	21162085	18	Y_RNA
21252217	21252712	18	RPS10P27
86066267	86116137	2	ST3GAL5
21289789	21290251	18	RPL23AP77
44624086	44680573	4	YIPF7
108903588	108960832	13	TNFSF13B
50678921	50690564	5	ISL1
21474079	21474170	18	AC010754.1
21537718	21562520	18	RP11-403A21.1
708953	748329	19	PALM
21574177	21595303	18	RP11-403A21.2
21656758	21679284	18	RP11-403A21.3
75600249	75611779	16	GABARAPL2
21693601	21700967	18	RP11-799B12.2
83955600	83996971	4	COPS4
21704134	21704249	18	RNU5A-6P
39155447	39156138	17	KRTAP3-2
21739473	21742175	18	RP11-799B12.4
21750469	21750587	18	RNA5SP452
162848751	162931052	2	DPP4
39164773	39175576	17	KRTAP3-1
52345451	52390862	12	ACVR1B
49170083	49172380	15	EID1
99797542	99814089	2	MRPL30
233749750	233808258	1	KCNK1
39182278	39183454	17	KRTAP1-5
234959323	234985778	2	SPP2
56014949	56454613	8	XKR4
39185949	39186356	17	KRTAP1-4
21798264	21798368	18	RNU6-435P
78505560	78977255	9	PCSK5
39190142	39191107	17	KRTAP1-3
42632249	42853517	12	PPHLN1
56047763	56054918	8	RP11-386G21.1
39196811	39197713	17	KRTAP1-1
74523668	74549660	17	PRCD
41625517	41636938	22	CHADL
56074043	56077287	8	RP11-386G21.2
5399646	5492819	12	RP11-1038A11.3
33098734	33183917	11	CSTF3
39202793	39203568	17	KRTAP2-1
5425127	5428513	12	RP11-319E16.2
5475214	5476940	12	RP11-1038A11.2
234040679	234460262	1	SLC35F3
39210750	39211482	17	KRTAP2-2
75630879	75657198	16	ADAT1
220101328	220110200	2	GLB1L
11981024	12030876	18	IMPA2
11832080	11849824	19	ZNF823
2745959	2752969	5	IRX2
39215495	39216344	17	KRTAP2-3
25276776	25282170	8	GNRH1
56833230	57058983	17	PPM1E
234509202	234519795	1	COA6
1064847	1071799	10	IDI2
51303865	51376821	5	CTD-2203A3.1
30535711	30540449	HSCHR6_MHC_MCF	HLA-E
5497755	5515817	12	RP11-1038A11.1
32160665	32179182	HSCHR6_MHC_MANN	PPT2
30297359	30314631	6	TRIM39-RPP21
5692963	5693251	12	RP11-592H6.3
122337766	122339210	7	RNF133
6204867	6205136	12	RN7SL69P
39221369	39222131	17	KRTAP2-4
6264201	6269885	12	RP3-454B23.1
6343511	6343621	12	Y_RNA
6379325	6379591	12	RP1-96H9.5
122341718	122343021	7	RNF148
39240459	39241396	17	KRTAP4-7
5094123	5116111	16	C16orf89
11877815	11894893	19	ZNF441
6453720	6453999	12	RN7SL391P
134382867	134478012	X	ZNF75D
6503071	6504235	12	RP1-102E24.8
122634759	122635754	7	TAS2R16
175665365	175772994	5	SIMC1
234527059	234614849	1	TARBP1
25285366	25315992	8	KCTD9
96337071	96362370	12	AMDHD1
56608983	56685966	8	TMEM68
4049668	4087578	6	FAM217A
6521211	6526255	1	TNFRSF25
11908482	11920437	19	ZNF491
109248500	109860355	13	MYO16
79000433	79009433	9	RFK
134478721	134497077	X	ZNF449
122753585	122840040	7	SLC13A1
105995114	106027217	10	GSTO1
52083730	52255040	5	ITGA1
189349205	189615068	3	TP63
39253233	39254393	17	KRTAP4-8
11925099	11946016	19	ZNF440
12093852	12129748	18	ANKRD62
751126	764319	19	MISP
154244987	154248351	1	HAX1
50392911	50432796	19	IL4I1
99858709	99871745	2	LYG2
116597741	116601066	6	TSPYL1
86267696	86324952	6	RP11-321N4.5
234740015	234745271	1	IRF2BP2
75661622	75682541	16	KARS
1085848	1095110	10	IDI1
235401685	235405697	2	ARL4C
79034752	79122332	9	GCNT1
134654584	134716435	X	DDX26B
149675906	149718870	5	ARSI
6518803	6519179	12	RP1-102E24.1
235272651	235292251	1	TOMM20
101470280	101567445	X	TCP11X1
30697309	30755061	20	TM9SF4
116782533	116784934	6	FAM26F
12254318	12277594	18	CIDEA
57059999	57184282	17	TRIM37
140354404	140444986	9	PNPLA7
122283085	122294050	3	DTX3L
64708615	64727767	X	ZC3H12B
50099852	50140298	16	HEATR3
2752245	2755508	5	C5orf38
41641615	41682255	22	RANGAP1
29421945	29709134	17	NF1
44680444	44702943	4	GUF1
39257754	39258461	17	KRTAP4-16P
6547664	6548018	12	RP1-102E24.9
39261584	39262740	17	KRTAP4-9
102973179	102976136	14	ANKRD9
235294498	235324772	1	RBM34
39273433	39274606	17	KRTAP4-11
23389720	23398794	14	PRMT5
103540968	103550896	8	KB-1980E6.3
86318053	86353510	6	SYNCRIP
6548167	6560733	12	CD27-AS1
39279343	39280419	17	KRTAP4-12
100400187	100425121	7	EPHB4
235860617	235964358	2	SH3BP4
103563800	103573245	8	ODF1
39295685	39296739	17	KRTAP4-6
39305178	39306054	17	KRTAP4-5
39315910	39316983	17	KRTAP4-4
110406184	110438915	13	IRS2
30530573	30556377	HSCHR6_MHC_SSTO	ABCF1
30780306	30795594	20	PLAGL2
39323484	39324424	17	KRTAP4-3
99900701	99921205	2	LYG1
11959541	11994565	19	ZNF439
33278218	33378569	11	HIPK3
84011201	84058228	4	PLAC8
80015382	80023763	17	DUS1L
36014269	36019253	19	SBSN
64732462	64754655	X	LAS1L
122296449	122357894	3	PARP15
6586880	6589373	12	RP1-102E24.6
30312908	30314661	6	RPP21
11998599	12025144	19	ZNF69
12307668	12344319	18	TUBB6
30795683	30826470	20	POFUT1
31689902	31714807	HSCHR6_MHC_DBB	MSH5
116816152	116866773	6	TRAPPC3L
4079440	4131185	6	C6orf201
797075	812327	19	PTBP1
140445651	140447007	9	MRPL41
12035883	12061588	19	ZNF700
103661007	103668130	8	KLF10
79226292	79521003	9	PRUNE2
36024314	36036218	19	GAPDHS
110801318	110959496	13	COL4A1
103058998	103196913	14	RCOR1
6619388	6619717	12	SCARNA10
96366440	96390143	12	HAL
175773064	175788971	5	KIAA1191
30587611	30603408	HSCHR6_MHC_MCF	GNL1
12035890	12091196	19	ZNF763
3596168	3601517	5	IRX1
140449356	140473387	9	DPH7
154293566	154297801	1	AQP10
5344232	5372380	17	DHX33
75681684	75795770	16	TERF2IP
30865467	30922814	20	KIF3B
6641456	6642664	12	RP5-940J5.3
6646960	6647536	12	RP5-940J5.9
6652670	6654097	12	RP5-940J5.8
74559792	74583038	17	ST6GALNAC2
101615316	101726732	X	NXF2B
29563028	29653325	1	PTPRU
48018875	48025121	21	S100B
84182689	84206067	4	COQ2
99935445	99957165	2	TXNDC9
123468027	123634562	12	PITPNM2
36036497	36038428	19	TMEM147
50410082	50433020	19	NUP62
12569207	12672266	17	MYOCD
50186829	50269221	16	PAPD5
25316513	25365436	8	CDCA2
162999392	163008914	2	GCG
116832809	116845955	6	FAM26E
90095265	90109015	14	RP11-944C7.1
140476531	140484942	9	ZMYND19
74620843	74639920	17	ST6GALNAC1
6687788	6693905	12	RP5-940J5.6
79634571	79635869	9	FOXB2
6690640	6690775	12	SCARNA11
6772426	6781235	12	RP4-761J14.8
235294949	235491534	1	ARID4B
32171812	32175485	HSCHR6_MHC_MANN	EGFL8
899	2487	GL000237.1	BAGE5
74922899	74988633	15	EDC3
39333698	39334460	17	KRTAP4-2
116850174	116880031	6	FAM26D
39340354	39341594	17	KRTAP4-1
81771845	82458120	1	LPHN2
41685388	41685686	22	AL035681.1
39344697	39346891	17	KRTAP9-1
106028631	106064703	10	GSTO2
75728367	75734089	16	AC025287.1
39382900	39383904	17	KRTAP9-2
90261013	90421121	14	EFCAB11
5140443	5320417	5	ADAMTS16
12035890	12090105	19	ZNF763
39388715	39389705	17	KRTAP9-3
39394297	39395256	17	KRTAP9-8
39405939	39406904	17	KRTAP9-4
30457244	30461982	6	HLA-E
39411636	39412616	17	KRTAP9-9
41697526	41756151	22	ZC3H7B
140500106	140509812	9	ARRDC1
48055079	48085036	21	PRMT2
56685701	56738007	8	TGS1
25699246	25902913	8	EBF2
103838585	103906092	8	AZIN1
110958159	111165374	13	COL4A2
12125547	12146556	19	ZNF433
25760435	25831530	3	NGLY1
1095478	1178237	10	WDR37
58120054	58122139	12	AGAP2-AS1
123092454	123175131	7	IQUB
33563618	33695648	11	KIAA1549L
6818618	6818718	12	RNU6-781P
5134305	5147809	16	FAM86A
154298029	154323783	1	ATP8B2
6832399	6832853	12	RP4-761J14.9
6852151	6852807	12	RP4-761J14.10
6893020	6893327	12	RN7SL380P
30946155	31027122	20	ASXL1
6982553	6993905	12	RPL13P5
93591881	93692910	3	PROS1
32175416	32185300	HSCHR6_MHC_MANN	AGPAT1
6993846	6994950	12	DSTNP2
236402733	237040444	2	AGAP1
58131796	58143994	12	TSPAN31
7052671	7053767	12	U47924.31
163027194	163101661	2	FAP
76311176	76593135	16	CNTNAP4
30603120	30609957	HSCHR6_MHC_MCF	PRR3
98064085	98098321	10	DNTT
39421591	39422893	17	KRTAP9-6
39431911	39432949	17	KRTAP9-7
44684217	44728612	4	GNPDA2
140509784	140513358	9	C9orf37
3443614	3451211	4	HGFAC
33719807	33722347	11	C11orf91
86247339	86333278	2	POLR1A
111175417	111214080	13	RAB20
41763337	41795330	22	TEF
50280048	50352046	16	ADCY7
74668633	74707098	17	MXRA7
12328943	12377313	18	AFG3L2
52400724	52409673	12	GRASP
235490665	235507847	1	GGPS1
41829496	41843027	22	TOB2
134847185	134857354	X	CT45A1
111267881	111292340	13	CARKD
75011883	75017951	15	CYP1A1
33719807	33757991	11	CD59
56792372	56923940	8	LYN
5374571	5390131	17	DERL2
41855721	41864729	22	PHF5A
41102543	41132545	17	PTGES3L-AARSD1
30559598	30577810	HSCHR6_MHC_SSTO	PPP1R10
4115923	4135831	6	ECI2
140513444	140764468	9	EHMT1
210636717	210864024	2	UNC80
106071894	106098162	10	ITPRIP
116892530	116918838	6	RWDD1
26149007	26230196	8	PPP2R2A
50412758	50461648	19	CTC-326K19.6
149737202	149779871	5	TCOF1
30509154	30524951	6	GNL1
36040945	36054560	19	ATP4A
38789120	38830728	2	HNRNPLL
235530675	235612283	1	TBCE
46037786	46126098	4	GABRG1
12128703	12163782	19	CTD-2006C1.10
50431959	50437192	19	ATF5
31030862	31172876	20	C20orf112
103243813	103377837	14	TRAF3
12154620	12167127	19	ZNF878
12407895	12432237	18	SLMO1
12175514	12192380	19	ZNF844
84213614	84256306	4	HPSE
12203078	12248050	19	ZNF788
50452242	50464429	19	SIGLEC11
30576907	30585593	HSCHR6_MHC_SSTO	MRPS18B
62538089	62554610	10	CDK1
175792471	175828866	5	ARL10
9683191	9683272	21	CR381670.1
9825832	9826011	21	MIR3648
9826203	9826263	21	MIR3687
75041185	75048543	15	CYP1A2
12203078	12225491	19	ZNF788
100424442	100464631	7	SLC12A9
9907190	9968585	21	TEKT4P2
111293759	111365950	13	CARS2
235613238	235667781	1	B3GALNT2
30617610	30643414	HSCHR6_MHC_MCF	ABCF1
9937696	9937777	21	CR392039.2
6069095	7763340	16	RBFOX1
9937936	9938018	21	CR392039.1
10199943	10200025	21	CR381653.1
12203658	12251222	19	ZNF20
10380380	10380661	21	RN7SL52P
10385953	10386047	21	SNORA70
14184674	15014402	7	DGKB
84330711	84464833	1	TTLL7
118955576	118964259	11	HMBS
10475515	10476061	21	bP-21201H5.1
72396114	72504644	11	ARAP1
175810949	175815976	5	NOP16
52083774	52099880	5	PELO
10872119	10872429	21	AF254982.2
64808257	64961791	X	MSN
10899082	10900005	21	SLC25A15P4
32185558	32187997	HSCHR6_MHC_MANN	RNF5
10935976	10936167	21	CYCSP41
7052979	7053041	12	RNU7-1
122399465	122449687	3	PARP14
10923517	10978103	2	PDIA6
12242932	12267546	19	ZNF625-ZNF20
74017029	74063196	5	GFM2
36103646	36116251	19	HAUS5
52579368	52719933	3	PBRM1
46250444	46477247	4	GABRA2
57187312	57232630	17	SKA2
98102973	98119092	10	OPALIN
39458078	39459103	17	KRTAP29-1
7072408	7105520	12	EMG1
154377669	154441926	1	IL6R
12251032	12267546	19	ZNF625
236682499	236692031	2	AC064874.1
39463952	39465505	17	KRTAP16-1
235710987	235814054	1	GNG4
39471173	39471947	17	KRTAP17-1
134866214	134874614	X	CT45A2
237073879	237077012	2	GBX2
39502344	39507064	17	KRT33A
75074398	75095539	15	CSK
39519746	39526052	17	KRT33B
33762485	33796089	11	FBXO3
28908184	28908844	HSCHR6_MHC_COX	C6orf100
116937642	116954148	6	RSPH4A
79792269	80036457	9	VPS13A
69345259	70099403	6	BAI3
134883488	134891885	X	CT45A3
76587314	76669520	16	RP11-58C22.1
101629549	101726732	X	TCP11X2
50347398	50402845	16	BRD7
3465033	3503200	4	DOK7
99953816	100017789	2	EIF5B
1228073	1779670	10	ADARB2
28959158	28969698	HSCHR6_MHC_COX	ZNF311
175815748	175816772	5	HIGD2A
77224732	77236302	16	MON1B
12446511	12658133	18	SPIRE1
103876528	103990104	8	KB-1507C5.2
237102095	237173052	2	ASB18
220110177	220115059	2	STK16
56979854	56987069	8	RPS20
812518	821967	19	LPPR3
32188172	32191528	HSCHR6_MHC_MANN	AGER
34757299	34861212	HSCHR21_4_CTG1_1	IFNGR2
39533902	39538655	17	KRT34
3508103	3534286	4	LRPAP1
31175281	31196695	20	RP11-410N8.4
123636867	123728561	12	MPHOSPH9
90421283	90511106	14	TDP1
39549976	39553844	17	KRT31
175819456	175843570	5	CLTB
106113522	106214848	10	CCDC147
77233294	77247112	16	SYCE1L
12692856	12894960	17	ARHGAP44
52285156	52390609	5	ITGA2
31184124	31196434	1	MATN1
825097	832017	19	AZU1
31290493	31331803	20	COMMD7
138677276	138705406	5	PAIP2
101768604	101771712	X	TMSB15A
34804792	34861875	HSCHR21_4_CTG1_1	TMEM50B
41865129	41924993	22	ACO2
39577005	39580775	17	KRT37
12391481	12877545	10	CAMK1D
155592680	155604967	7	SHH
84328496	84377009	4	HELQ
235824341	236046940	1	LYST
8619502	8622304	16	TMEM114
154442248	154474589	1	SHE
12273879	12300064	19	ZNF136
62502706	62538579	17	CEP95
39592698	39597173	17	KRT38
155755326	155759037	7	AC021218.2
87647024	87726349	6	HTR1E
31205316	31230667	1	LAPTM5
156431057	156433348	7	C7orf13
840963	848175	19	PRTN3
140772241	141019076	9	CACNA1B
87795216	87804824	6	CGA
77281710	77469011	16	ADAMTS18
34870054	34873585	HSCHR21_4_CTG1_1	DNAJC28
101854096	101859087	X	ARMCX5
31342314	31381608	1	SDC3
138702885	138720242	5	SLC23A1
12335501	12405702	19	ZNF44
237232794	237416185	2	IQCA1
220114433	220142892	2	TUBA4A
26240414	26363152	8	BNIP3L
10996026	11098980	21	BAGE2
46736844	46911252	4	COX7B2
32006042	32009447	6	CYP21A2
134928331	134953994	X	CT45A4
8715540	8740081	16	METTL22
23415437	23426370	14	HAUS4
156432975	156469824	7	RNF32
57025501	57026541	8	MOS
34880498	34925355	HSCHR21_4_CTG1_1	GART
11153837	11155057	21	VN1R7P
12428291	12444534	19	ZNF563
11169720	11184046	21	AP003900.6
62629196	62761198	10	RHOBTB1
11180920	11181815	21	EIF3FP1
96394606	96437298	12	LTA4H
14371997	14389013	21	AP001464.4
57073463	57123883	8	PLAG1
154474695	154520623	1	TDRD10
14410481	14439354	21	ANKRD30BP2
12460185	12476719	19	ZNF442
14419904	14420010	21	RNU6-614P
14467626	14486111	21	ZNF355P
41921808	41940610	22	POLR3H
93698983	93774512	3	ARL13B
14492565	14493128	21	AJ239321.3
111365083	111373421	13	ING1
14721586	14722969	21	FGF7P2
104033291	104085279	8	ATP6V1C1
46920917	46996424	4	GABRA4
87862551	87973914	6	ZNF292
65241580	65259967	X	VSIG4
116956781	116989957	6	ZUFSP
14756570	14800094	21	ANKRD30BP1
50582241	50670647	16	NKD1
74708919	74722866	17	JMJD6
87834433	87856308	7	SRI
14778705	14778781	21	MIR3156-3
52416616	52453291	12	NR4A1
14815694	14861497	21	GTF2IP2
36119932	36128588	19	RBM42
14848692	14849584	21	VN1R8P
851014	856242	19	ELANE
57232860	57282066	17	PRR11
111521578	111522162	13	LINC00346
70385694	70507003	6	LMBRD1
14897920	14900900	21	SNX19P1
14916603	14917506	21	OR4K11P
14918354	14930782	21	AP001465.5
11987	14522	9	DDX11L5
104145191	104153703	8	C8orf56
14953365	14954325	21	OR4K12P
14993898	14994004	21	RNU6-286P
15017096	15017171	21	MIR3118-5
15038189	15039867	21	GRAMD4P1
236139130	236228462	1	NID1
15048343	15049437	21	CXADRP1
12490003	12512088	19	CTD-3105H18.14
15134659	15136653	21	FEM1AP1
29008603	29009630	HSCHR6_MHC_COX	OR2W1
15142253	15144061	21	AL050303.7
859453	863453	19	CFD
14511	29739	9	XXyac-YRM2039.2
104152938	104242533	8	BAALC
15148407	15149587	21	TERF1P1
15164956	15165462	21	FAM207CP
111530887	111567416	13	ANKRD10
50479724	50529203	19	VRK3
104235229	104238442	12	RP11-650K20.3
15196727	15197956	21	GXYLT1P2
15199017	15199948	21	CNN2P7
128994290	129076151	2	HS6ST1
175874629	175937075	5	FAF2
58141510	58149796	12	CDK4
15211439	15211730	21	ZNF114P1
12500830	12512085	19	ZNF799
15215454	15220685	21	CYP4F29P
29050654	29051759	HSCHR6_MHC_COX	OR2B3
31350191	31397162	20	DNMT3B
80037995	80263223	9	GNA14
30646635	30664848	HSCHR6_MHC_MCF	PPP1R10
12658042	12663470	18	AP005482.1
84543745	84704181	1	PRKACB
12502763	12551896	19	CTD-3105H18.16
57124245	57131357	8	CHCHD7
75257296	75385711	10	USP54
15239943	15601640	7	AGMO
26362202	26371608	8	PNMA2
39616063	39623681	17	KRT32
12540521	12551926	19	ZNF443
134945598	134953994	X	CT45A5
34836774	34836866	HSCHR21_4_CTG1_1	AC207981.1
27657	30891	9	MIR1302-9
98124363	98273675	10	TLL2
34863444	34864059	HSCHR21_4_CTG1_1	RPS5P3
103388993	103399933	14	AMN
5389605	5394134	17	MIS12
34864363	34866122	HSCHR21_4_CTG1_1	AP000302.58
34394	35856	9	FAM138C
77756411	77776157	16	NUDT7
80036214	80056208	17	FASN
3511523	3511678	4	AL590235.1
80331003	80646374	9	GNAQ
52452	73323	9	RP11-143M1.7
3578596	3592438	4	LINC00955
50700211	50715264	16	SNX20
72701	88826	9	RP11-143M1.2
31689974	31714813	HSCHR6_MHC_DBB	MSH5-SAPCD1
117002350	117063029	6	KPNA5
12658737	12725739	18	PSMG2
3768075	3770251	4	ADRA2C
236305832	236385165	1	GPR137B
25824408	25836025	3	OXSM
100804	102941	9	RP11-143M1.3
112716	113754	9	RP11-143M1.4
267966	273002	9	RP11-59O6.3
86333305	86369280	2	PTCD3
104323885	104347423	12	HSP90B1
84377085	84390888	4	MRPS18C
12543917	12595630	19	CTD-3105H18.18
454304	492112	9	RP11-165F24.3
123177051	123198309	7	NDUFA5
70510934	70655787	14	SLC8A3
41956767	41973745	22	CSDC2
36132647	36135773	19	ETV2
130737235	130740311	2	RAB6C
12571998	12624668	19	ZNF709
154521053	154531504	1	UBE2Q1
477750	478423	9	RP11-165F24.2
138723169	138725770	5	MZB1
30586040	30606022	HSCHR6_MHC_SSTO	ATAT1
220143989	220151622	2	DNAJB2
15650837	15726437	7	MEOX2
487774	495610	9	RP11-165F24.5
507258	507553	9	RN7SL412P
547317	549531	9	RP11-31F19.1
558826	558930	9	RNU6-1327P
12572373	12662288	19	ZNF709
659986	660326	9	RP11-130C19.1
26371791	26515694	8	DPYSL2
673478	685555	9	RP11-130C19.3
149036285	149052201	3	TM4SF18
1001858	1001963	9	RNU6-1073P
1011085	1011799	9	RP11-147I11.1
15278281	15278809	21	SNX18P13
101906294	101914011	X	GPRASP1
1151807	1152140	9	RP11-341G2.3
41972898	41985894	22	PMM1
1164414	1164867	9	RPS27AP14
77822427	78014004	16	VAT1L
16130817	16460947	7	ISPD
1328664	1328987	9	RP11-459D20.1
1333837	1333953	9	RNA5SP279
867962	893218	19	MED16
1977784	1978547	9	RP11-443B9.1
15281895	15352758	21	ANKRD20A11P
2041900	2046023	9	RP11-264I13.2
2162763	2162953	9	RNU2-25P
2228963	2229241	9	RN7SL592P
122458846	122512671	3	HSPBAP1
31712761	31714813	HSCHR6_MHC_DBB	SAPCD1
130831108	130886795	2	POTEF
2422702	2641395	9	RP11-125B21.2
7072409	7073610	12	U47924.27
175953698	175965026	5	RNF44
236378855	236445319	1	ERO1LB
80850978	80894606	9	CEP78
50727514	50766988	16	NOD2
25900024	25915191	3	LINC00692
104310661	104345094	8	FZD6
2541097	2541635	9	RP11-91N2.3
46995740	47428461	4	GABRB1
149086809	149095652	3	TM4SF1
2875442	2876427	9	RP11-255J3.2
2900320	2900804	9	RP11-255J3.3
15309314	15309646	21	RHOT1P2
36139125	36149763	19	COX6B1
15340810	15340916	21	RNU6-954P
15357768	15357840	21	AP001634.1
15373248	15377600	21	NF1P3
2907073	3053408	9	CARM1P1
15379455	15387201	21	PPP6R2P1
5420777	5490347	5	KIAA0947
26664297	26752267	3	LRRC3B
84764049	84855640	1	SAMD13
2924323	2924410	9	AL589675.1
3108525	3179904	10	PFKP
3181589	3198517	9	RP11-32F11.2
4190530	4228616	4	OTOP1
3364329	3364792	9	RP11-62E14.2
13043716	13070871	12	GPRC5A
58148881	58154190	12	MARCH9
31404353	31538838	1	PUM1
30663945	30672631	HSCHR6_MHC_MCF	MRPS18B
6526152	6580121	1	PLEKHG5
3526723	3671646	9	RP11-509J21.1
33880122	33913836	11	LMO2
237476430	237491001	2	ACKR3
78056412	78100658	16	CLEC3A
87992696	88038996	6	GJB7
3647335	3648338	9	RP11-509J21.2
3674546	3691814	9	RP11-509J21.3
16501106	16570205	7	SOSTDC1
3684076	3689626	9	RP11-509J21.4
3875584	3878809	9	RP11-252M18.3
4237269	4249950	4	TMEM128
3898642	3901248	9	GLIS3-AS1
149191761	149221068	3	TM4SF4
4070906	4071884	9	RP11-70J12.1
4299390	4306046	9	RP11-358M14.2
13093709	13105081	12	GPRC5D
101967104	101973607	X	GPRASP2
33902189	33903338	11	AC132216.1
4378423	4378494	9	AL162419.1
7072862	7072929	12	MIR200C
88032301	88052043	6	SMIM8
4386410	4386556	9	RNU6-694P
7073260	7073354	12	MIR141
4633027	4633756	9	RP11-6J24.3
7074112	7074545	12	U47924.29
36157715	36169367	19	UPK1A
7076500	7076769	12	SCARNA12
4676600	4679502	9	RP11-6J24.6
7087683	7089103	12	U47924.30
84382092	84444501	4	FAM175A
103398716	103523799	14	CDC42BPB
4768617	4769895	9	RP11-307I14.4
75105057	75118099	15	LMAN1L
4781475	4782078	9	RP11-307I14.2
29076341	29077276	HSCHR6_MHC_COX	OR2J3
24523	24637	GL000196.1	AC145060.1
13127798	13153207	12	HEBP1
106400859	107024993	10	SORCS3
5402747	5522744	17	NLRP1
4803788	4804972	9	RP11-307I14.3
74722912	74730018	17	METTL23
4850291	4850381	9	MIR101-2
12661832	12702776	18	CEP76
4850299	4850373	9	RP11-125K10.5
84864215	84880701	1	DNASE2B
41994032	42017100	22	DESI1
47452885	47465736	4	COMMD8
4944670	4945902	9	HNRNPA1P41
29137979	29139019	HSCHR6_MHC_COX	OR2J2
236511562	236648214	1	EDARADD
4269428	4291896	4	LYAR
63166401	63213208	10	TMEM26
80912059	80945009	9	PSAT1
12636184	12662356	19	ZNF564
4968097	4968185	9	AL158147.1
5040945	5041940	9	RP11-39K24.2
29271118	29272234	HSCHR6_MHC_COX	OR14J1
